,Unnamed: 0,iso,country_name_x,mean_temperature,year,hdi_rank,hdi_value,A1,A2,A3,A_avg,B4,B5,B6,B_avg,C7,C8,C9,C10,C11,C_avg,D12,D13,D14,D15,D16,D_avg,portfolio,overall_rating,conflict_stock_displacement,conflict_stock_displacement_raw,conflict_new_displacements,conflict_new_displacements_raw,disaster_new_displacements,disaster_new_displacements_raw,disaster_stock_displacement,disaster_stock_displacementr_raw,ims_both_sex,ims_male,ims_female,totalpop_both_in_thou,totalpop_male_in_though,totalpop_female_in_thou,ims_percent_totalpop_both_sex,ims_percent_totalpop_male,ims_percent_totalpop_female,female_migrants_perc_ims,estimated_refugee_stock_incl_asylum_seekers_both_sexes,refugees_asylum_seekers_perc_ims,EPI,HLT,AIR,H2O,HMT,ECO,BDH,FSH,CCH,APE,WRS,AGR,HAD,PMD,PMW,USD,UWD,PBD,MPA,TBN,TBG,SPI,PAR,SHI,TCL,FSS,RMS,DCT,DPT,DMT,DNT,DBT,DST,DXT,WWT,SNM,OZD,WMG,MSW,BHV,ECS,GRL,WTL,FGT,CDA,CHA,FGA,NDA,BCA,LCB,GIB,GHP,SDA,NXA,v2pepwrses,v2peapssoc,v2clsocgrp,value.Gini index (World Bank estimate),GDP per capita (constant 2015 US$),value.GDP (constant 2015 US$),fsi_total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,value.Control of Corruption: Estimate,value.Government Effectiveness: Estimate,value.Rule of Law: Estimate,CRI score,Fatalities (Rank),Fatalities per 100 000 inhabitants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in % (Rank),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",CPIA quality of public administration rating (1=low to 6=high),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),country_name_y,region,donor,sids,ldc
44,44,BGD,Bangladesh,26.32,2010,133.0,0.557,4.5,4.0,4.5,4.3,3.0,4.0,3.0,3.3,4.0,4.5,4.0,4.0,4.0,4.1,4.0,4.0,3.5,3.5,4.0,3.8,4.5,3.9,426000.0,426490.0,3500.0,3500.0,569000.0,569000.0,0.0,0.0,1345546.0,710548.0,634998.0,147575.43,75015.69,72559.74,0.91,0.95,0.88,47.19,229253.0,17.04,44.0,,22.88,,,,,,70.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4240000000000002,-1.042,-0.765,32.1,972.9096877,143578000000.0,96.1,8.1,8.9,8.9,7.9,8.8,8.4,8.0,8.3,7.4,8.4,6.7,6.3,-1.05741,-0.7356406999999999,-0.8029215999999999,,,,,,3.0,3.0,3.0,Bangladesh,South Asia,0,0,1
45,45,BGD,Bangladesh,25.69,2011,133.0,0.566,4.5,4.0,4.5,4.3,3.0,4.0,3.0,3.3,4.0,4.5,4.0,4.0,4.0,4.1,4.0,4.0,4.0,3.5,4.0,3.9,4.5,3.9,426000.0,426490.0,600.0,600.0,400000.0,400000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4240000000000002,-1.042,-0.765,,1024.021957,152859000000.0,94.4,7.9,8.9,9.2,7.7,8.4,8.1,8.0,8.0,7.1,8.3,6.5,6.2,-1.087299,-0.7552108000000001,-0.7323930999999999,,,,,,2.5,3.0,2.5,Bangladesh,South Asia,0,0,1
46,46,BGD,Bangladesh,25.2,2012,133.0,0.575,4.5,4.0,4.5,4.3,3.0,4.0,3.0,3.3,4.5,4.5,4.5,4.0,4.0,4.3,4.0,4.0,4.0,3.5,4.0,3.9,3.0,4.0,426000.0,426490.0,5000.0,5000.0,651000.0,650788.0,0.0,0.0,,,,,,,,,,,,,42.55,,38.695,,,,,,60.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4240000000000002,-1.042,-0.765,,1078.287546,162828000000.0,92.2,7.6,8.9,8.9,7.4,8.1,7.8,8.2,7.8,6.8,8.0,6.8,5.9,-0.8498091999999998,-0.804239,-0.9292567,,,,,,2.5,3.0,2.5,Bangladesh,South Asia,0,0,1
47,47,BGD,Bangladesh,25.12,2013,133.0,0.579,4.5,4.0,4.5,4.3,3.5,4.0,3.0,3.5,4.5,4.5,4.5,4.0,4.0,4.3,4.0,4.0,4.0,3.5,4.0,3.9,3.5,4.0,426000.0,426490.0,0.0,0.0,1160000.0,1159829.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4240000000000002,-1.042,-1.003,,1129.993548,172619000000.0,92.5,7.7,8.9,8.6,7.3,7.8,7.5,8.3,8.0,7.3,8.1,8.4,5.8,-0.8868789,-0.7941526,-0.8668659,,,,,,2.5,3.0,3.0,Bangladesh,South Asia,0,0,1
48,48,BGD,Bangladesh,25.4,2014,133.0,0.579,4.5,4.5,4.5,4.5,3.5,4.0,3.0,3.5,4.5,4.5,4.5,4.0,4.0,4.3,4.0,4.0,4.0,3.5,4.0,3.9,4.5,4.1,426000.0,426490.0,0.0,0.0,543000.0,543000.0,0.0,0.0,,,,,,,,,,,,,25.61,,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.994,-1.042,-1.003,,1184.863283,183082000000.0,92.8,7.8,9.3,8.7,7.0,7.5,7.2,8.4,8.4,8.0,7.6,6.9,6.0,-0.8869365,-0.7662595999999999,-0.7777678000000001,,,,,,2.5,3.0,3.0,Bangladesh,South Asia,0,0,1
49,49,BGD,Bangladesh,25.25,2015,133.0,0.595,4.5,4.5,4.5,4.5,3.5,4.0,3.0,3.5,4.5,4.5,4.5,4.0,4.0,4.3,4.0,4.0,4.0,3.5,4.0,3.9,4.5,4.1,426000.0,426438.0,0.0,0.0,531000.0,531099.0,0.0,0.0,1422805.0,752035.0,670770.0,156256.28,79217.16,77039.13,0.91,0.95,0.87,47.14,232584.0,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.994,-1.042,-0.856,,1248.45331,195079000000.0,91.8,7.7,9.6,8.4,6.7,7.2,7.5,8.5,8.1,7.7,8.1,6.6,5.7,-0.8084212,-0.723855,-0.7513466999999999,,,,,,2.5,3.0,3.0,Bangladesh,South Asia,0,0,1
50,50,BGD,Bangladesh,25.73,2016,133.0,0.606,4.5,4.0,5.0,4.5,4.0,4.0,3.0,3.7,4.5,4.5,4.5,4.0,4.0,4.3,4.0,4.0,4.0,3.5,3.5,3.8,4.5,4.1,426000.0,426438.0,0.0,0.0,614000.0,613710.0,0.0,0.0,,,,,,,,,,,,,41.77,,21.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.994,-1.042,-0.856,32.4,1322.694812,208956000000.0,90.7,7.8,9.6,8.9,6.3,6.9,7.5,8.0,7.8,7.6,8.0,6.3,6.0,-0.8569472,-0.6787810000000001,-0.6636689,,,,,,2.5,3.0,3.0,Bangladesh,South Asia,0,0,1
51,51,BGD,Bangladesh,25.49,2017,133.0,0.616,,,,,,,,,,,,,,,,,,,,,,,432000.0,432000.0,6000.0,6000.0,946000.0,946119.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.417,-1.042,-0.936,,1403.861692,224176000000.0,89.1,7.6,9.3,8.7,5.8,6.7,7.8,7.8,8.1,7.4,7.5,6.6,5.8,-0.8317032,-0.7350984,-0.6718881,,,,,,2.5,2.5,3.0,Bangladesh,South Asia,0,0,1
52,52,BGD,Bangladesh,25.1,2018,133.0,0.625,4.5,4.0,5.0,4.5,4.0,3.5,3.0,3.5,4.5,4.5,4.5,4.0,3.5,4.2,3.5,4.0,4.0,4.0,3.5,3.8,4.5,4.0,426000.0,426070.0,300.0,300.0,78000.0,77789.0,0.0,0.0,,,,,,,,,,,,,29.56,11.96,4.12,28.47,14.72,41.29,53.58,66.86,46.95,40.22,0.0,37.82,10.31,0.0,0.0,28.02,28.92,14.72,94.02,19.35,81.37,23.58,6.54,92.57,12.13,98.13,35.58,44.11,31.44,65.32,64.09,46.83,52.91,27.53,0.0,37.82,,,,,,,,,,,,,,,,,,,-2.78,-1.196,-0.7959999999999999,,1498.387892,241805000000.0,90.3,7.9,9.3,8.4,5.8,6.4,7.9,7.5,7.8,7.6,7.8,7.8,6.1,-0.8999589,-0.7402486999999999,-0.6409807,85.5,18.0,79.0,97.0,120.0,2.5,2.5,3.0,Bangladesh,South Asia,0,0,1
53,53,BGD,Bangladesh,25.44,2019,133.0,0.632,,,,,,,,,,,,,,,,,,,,,,,427000.0,426561.0,520.0,520.0,4086000.0,4086203.0,88000.0,88000.0,2185613.0,1124293.0,1061320.0,163046.16,82473.79,80572.38,1.34,1.36,1.32,48.56,932334.0,42.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.78,-1.196,-0.7959999999999999,,1603.9536460000002,261519000000.0,87.7,7.6,9.6,8.0,6.1,6.1,7.6,7.6,7.5,7.3,7.0,7.5,5.8,-0.9934731,-0.7402849,-0.6363772,23.5,7.0,29.0,20.0,28.0,2.5,2.5,3.0,Bangladesh,South Asia,0,0,1
54,54,BGD,Bangladesh,25.23,2020,,,5.0,4.5,5.5,5.0,4.0,4.0,3.0,3.7,4.5,4.5,4.5,4.0,4.0,4.3,4.0,4.0,4.0,4.0,3.5,3.9,4.0,4.2,427000.0,426763.0,230.0,231.0,4443000.0,4443088.0,345000.0,345000.0,2115408.0,1093978.0,1021430.0,164689.38,83259.11,81430.28,1.28,1.31,1.25,48.29,854820.0,40.41,29.0,22.4,20.2,27.3,23.2,33.5,46.8,19.6,35.6,15.3,0.0,49.9,16.0,24.2,,28.0,26.8,23.2,29.9,18.2,88.9,52.2,4.7,92.7,20.3,34.5,12.1,,,,,,,,0.0,49.9,9.2,5.0,5.0,44.7,22.8,47.3,44.5,11.0,19.7,65.0,,56.6,51.0,29.1,62.2,89.7,4.8,25.7,-2.78,-1.069,-0.7959999999999999,,1643.67331,270696000000.0,85.7,7.3,9.3,8.3,5.8,6.0,7.3,7.3,7.2,7.0,7.1,7.6,5.5,-0.9782742,-0.7878783,-0.5731801999999999,,,,,,2.5,2.0,3.0,Bangladesh,South Asia,0,0,1
55,55,BTN,Bhutan,12.78,2010,129.0,0.574,4.5,4.5,4.5,4.5,4.0,3.0,3.5,3.5,4.5,4.0,4.5,4.0,5.0,4.4,4.5,4.5,5.0,5.0,4.5,4.7,3.0,4.3,,,,,,,,,48420.0,39283.0,9137.0,685.5,360.08,325.42,7.06,10.91,2.81,18.87,0.0,0.0,68.0,,74.155,,,,,,71.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.167,2.126,1.041,,2235.322677,1532318166.0,87.3,5.8,7.7,7.7,7.5,8.5,7.1,6.9,7.3,7.9,7.0,7.3,6.6,0.9129064,0.5844976,0.1618841,,,,,,4.5,4.0,4.5,Bhutan,South Asia,0,0,1
56,56,BTN,Bhutan,12.06,2011,129.0,0.585,4.5,4.5,4.5,4.5,4.0,3.0,3.5,3.5,4.5,4.0,4.5,4.0,5.0,4.4,4.5,4.5,5.0,5.0,4.5,4.7,3.5,4.3,0.0,0.0,0.0,0.0,20000.0,20000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.167,2.126,1.041,,2386.621111,1654637257.0,85.0,6.2,7.5,7.8,6.9,8.2,6.8,6.6,6.9,7.6,6.6,6.9,7.0,0.8385482,0.6325497,0.1955945,,,,,,4.5,4.0,4.0,Bhutan,South Asia,0,0,1
57,57,BTN,Bhutan,11.76,2012,129.0,0.597,4.5,4.5,4.5,4.5,4.0,3.5,3.5,3.7,4.5,4.5,5.0,4.5,5.5,4.8,4.5,4.5,5.0,5.5,4.5,4.8,3.5,4.4,,,,,,,,,,,,,,,,,,,,,,,56.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.167,2.126,1.041,38.8,2479.151723,1739328224.0,82.4,5.9,7.5,7.6,6.6,7.8,6.5,6.3,6.6,7.3,6.7,6.6,7.0,0.9395218,0.5124978,0.2363021,,,,,,4.5,4.0,4.0,Bhutan,South Asia,0,0,1
58,58,BTN,Bhutan,11.86,2013,129.0,0.61,4.5,4.5,4.5,4.5,4.0,3.5,3.5,3.7,4.5,4.5,5.0,4.5,5.5,4.8,4.5,4.5,5.0,5.5,4.5,4.8,4.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,2.126,0.907,,2500.864512,1776201506.0,81.8,5.6,7.5,7.3,6.3,7.5,6.8,6.0,6.9,7.3,6.4,8.4,7.3,0.9015949,0.4003720999999999,0.2902508,,,,,,4.5,4.0,4.0,Bhutan,South Asia,0,0,1
59,59,BTN,Bhutan,12.17,2014,129.0,0.618,3.5,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.5,5.0,5.0,4.0,5.0,4.7,5.0,4.5,5.0,5.5,5.0,5.0,4.5,4.4,,,,,,,,,,,,,,,,,,,,,46.86,,44.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,2.126,0.907,,2612.886268,1878803710.0,80.9,5.3,7.5,7.6,6.0,7.2,7.1,5.5,6.6,7.0,6.3,7.2,7.6,1.280615,0.2558368,0.3789314,,,,,,4.5,4.0,4.0,Bhutan,South Asia,0,0,1
60,60,BTN,Bhutan,11.92,2015,129.0,0.628,3.5,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.5,5.0,5.0,4.0,5.0,4.7,5.0,4.5,5.0,5.5,5.0,5.0,4.5,4.4,0.0,0.0,0.0,0.0,2900.0,2851.0,0.0,0.0,51106.0,43396.0,7710.0,727.88,384.02,343.87,7.02,11.3,2.24,15.09,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,2.126,0.907,,2752.630172,2003598213.0,78.7,5.0,7.5,7.9,5.7,6.9,6.8,5.0,6.6,6.5,6.0,6.9,7.9,1.022701,0.4060493,0.5222452999999999,,,,,,4.5,4.0,4.0,Bhutan,South Asia,0,0,1
61,61,BTN,Bhutan,12.32,2016,129.0,0.637,4.0,4.0,4.5,4.2,4.0,4.0,4.0,4.0,4.5,5.0,5.5,4.0,5.0,4.8,5.0,4.5,5.0,5.5,5.0,5.0,4.5,4.5,0.0,0.0,0.0,0.0,690.0,694.0,0.0,0.0,,,,,,,,,,,,,64.99,,58.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,2.126,1.28,,2940.69997,2166431312.0,77.6,4.7,7.5,7.6,5.2,6.6,7.2,4.5,6.3,6.3,6.3,7.2,8.2,1.126535,0.5002068000000001,0.4934784,,,,,,4.5,4.0,4.0,Bhutan,South Asia,0,0,1
62,62,BTN,Bhutan,12.28,2017,129.0,0.646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,2.126,1.405,37.4,3040.937003,2267210115.0,76.0,4.5,7.5,7.9,4.7,6.1,7.2,4.3,6.1,6.6,6.1,7.0,8.0,1.553321,0.5571043000000001,0.611513,,,,,,4.5,4.0,4.0,Bhutan,South Asia,0,0,1
63,63,BTN,Bhutan,11.89,2018,129.0,0.649,4.0,4.0,4.5,4.2,4.5,4.0,4.0,4.2,4.5,5.0,5.5,4.0,5.0,4.8,5.0,4.5,5.0,5.5,5.0,5.0,3.5,4.5,,,,,,,,,,,,,,,,,,,,,47.22,35.27,36.89,32.6,30.28,55.18,96.3,,43.76,48.28,0.0,33.15,24.94,41.52,48.2,30.3,34.9,30.28,,100.0,100.0,99.55,74.78,96.51,59.79,,,29.76,,81.53,82.97,49.38,45.77,50.79,0.0,33.15,,,,,,,,,,,,,,,,,,,1.258,2.126,1.405,,3097.1483510000003,2336476327.0,74.3,4.2,7.5,8.2,5.0,5.6,7.2,4.0,5.8,6.3,5.8,6.7,8.0,1.640953,0.3601472,0.5493638000000001,125.0,115.0,115.0,135.0,135.0,4.5,4.0,4.0,Bhutan,South Asia,0,0,1
64,64,BTN,Bhutan,12.08,2019,129.0,0.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53254.0,45220.0,8034.0,763.09,405.03,358.06,6.98,11.16,2.24,15.09,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.528,2.274,1.284,,3238.060464,2470944512.0,72.0,3.9,7.5,8.5,5.0,5.3,6.9,3.7,5.5,6.0,5.5,6.4,7.7,1.61838,0.3124390999999999,0.5903586999999999,118.0,106.0,106.0,130.0,130.0,4.5,4.0,4.0,Bhutan,South Asia,0,0,1
65,65,BTN,Bhutan,11.96,2020,,,4.5,4.5,4.5,4.5,4.5,4.0,4.0,4.2,4.5,5.0,5.5,4.5,5.0,4.9,5.0,4.5,5.0,5.5,5.0,5.0,4.0,4.6,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,53612.0,45524.0,8088.0,771.61,410.09,361.53,6.95,11.1,2.24,15.09,,,39.3,29.8,24.4,31.2,43.3,45.7,87.2,,24.7,18.2,0.0,50.2,18.6,30.6,,30.8,31.4,43.3,,100.0,100.0,98.3,50.7,96.6,56.4,,,,,,,,,,0.0,50.2,2.1,59.7,59.7,52.3,60.2,88.1,100.0,,0.0,80.0,,74.4,39.8,31.9,44.5,61.1,31.7,4.7,1.528,2.384,1.557,,2879.6386190000003,2221963714.0,69.5,3.6,7.5,8.8,5.0,5.0,6.6,3.4,5.2,5.7,5.2,6.1,7.4,1.648439,0.3731862999999999,0.5941438,,,,,,4.5,4.0,4.0,Bhutan,South Asia,0,0,1
77,77,KHM,Cambodia,27.9,2010,144.0,0.539,4.5,4.0,4.0,4.2,4.0,4.5,3.5,4.0,4.0,4.5,4.5,3.5,3.5,4.0,3.5,4.0,4.0,3.5,3.5,3.7,3.5,4.0,0.0,0.0,0.0,0.0,32000.0,31505.0,0.0,0.0,81977.0,43385.0,38592.0,14312.21,6972.05,7340.16,0.57,0.62,0.53,47.08,129.0,0.16,41.7,,43.0,,,,,,56.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.474,0.119,-0.509,,892.1004421,12767924407.0,88.7,6.4,7.7,6.9,7.7,7.1,7.9,8.7,8.3,7.7,8.0,5.3,7.0,-1.243371,-0.9429737,-1.118496,,,,,,2.0,2.5,3.0,Cambodia,Southeast Asia,0,0,1
78,78,KHM,Cambodia,26.92,2011,144.0,0.546,4.5,4.0,4.5,4.3,4.0,4.0,3.5,3.8,4.0,4.5,4.5,3.5,3.5,4.0,3.5,4.0,4.0,3.5,4.0,3.8,3.5,4.0,0.0,0.0,0.0,0.0,214000.0,214000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.474,0.119,-0.509,,940.1118195,13670561754.0,88.5,6.2,8.0,7.2,7.2,6.8,7.6,8.5,8.4,8.0,7.7,5.6,7.4,-1.238731,-0.8627386999999999,-1.04499,,,,,,2.0,2.5,3.0,Cambodia,Southeast Asia,0,0,1
79,79,KHM,Cambodia,27.8,2012,144.0,0.552,4.5,4.5,5.0,4.7,4.5,4.5,3.5,4.2,4.5,4.5,4.5,3.5,3.5,4.1,3.5,4.5,4.0,4.0,4.0,4.0,3.0,4.2,,,,,,,,,,,,,,,,,,,,,55.29,,53.17,,,,,,73.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.474,0.119,-0.509,,992.5498342,14670337168.0,88.7,6.5,8.0,7.3,6.9,7.1,7.7,8.2,8.3,7.7,7.5,5.9,7.7,-1.070025,-0.8159052,-0.9796243,,,,,,2.0,2.5,3.0,Cambodia,Southeast Asia,0,0,1
80,80,KHM,Cambodia,27.39,2013,144.0,0.559,4.5,4.5,5.0,4.7,4.5,4.0,3.5,4.0,4.5,4.0,4.0,3.5,3.5,3.9,3.5,4.5,4.0,4.0,3.5,3.9,3.0,4.1,0.0,0.0,0.0,0.0,144000.0,144496.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,0.119,-0.379,,1048.1324949999998,15749584749.0,88.0,6.2,8.0,7.0,6.4,7.3,7.4,8.3,8.1,7.8,7.2,8.4,8.0,-1.052218,-0.9065329,-1.0041639999999998,,,,,,2.0,2.5,3.0,Cambodia,Southeast Asia,0,0,1
81,81,KHM,Cambodia,27.51,2014,144.0,0.565,4.5,4.5,5.0,4.7,4.5,4.0,4.0,4.2,4.5,4.0,4.5,3.5,3.5,4.0,4.0,4.5,4.0,4.0,3.5,4.0,3.5,4.2,0.0,0.0,0.0,0.0,151000.0,151073.0,0.0,0.0,,,,,,,,,,,,,35.44,,64.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,0.119,-0.379,,1104.7499699999998,16874510038.0,88.5,6.3,8.6,7.3,6.1,7.4,7.2,8.4,8.0,7.9,7.5,6.1,7.7,-1.137787,-0.6894538,-0.9553155,,,,,,2.0,2.5,3.0,Cambodia,Southeast Asia,0,0,1
82,82,KHM,Cambodia,27.89,2015,144.0,0.57,4.5,4.5,5.0,4.7,4.5,4.0,4.0,4.2,4.5,4.0,4.5,3.5,3.5,4.0,4.0,4.5,4.0,4.0,3.5,4.0,4.0,4.2,0.0,0.0,0.0,0.0,8900.0,8859.0,0.0,0.0,73963.0,39854.0,34109.0,15521.44,7570.44,7950.99,0.48,0.53,0.43,46.12,104.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,0.119,-0.379,,1162.904995,18049954289.0,87.9,6.7,8.2,7.4,6.4,7.1,7.5,8.4,7.7,8.3,7.0,5.8,7.4,-1.1181530000000002,-0.6996924,-0.9785324,,,,,,2.0,2.5,3.0,Cambodia,Southeast Asia,0,0,1
83,83,KHM,Cambodia,28.06,2016,144.0,0.576,4.5,4.0,5.0,4.5,4.5,4.0,4.0,4.2,4.5,4.0,4.5,3.5,3.5,4.0,4.0,4.5,4.0,4.0,3.0,3.9,4.0,4.1,0.0,0.0,0.0,0.0,8300.0,8274.0,0.0,0.0,,,,,,,,,,,,,51.24,,66.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,0.119,-0.089,,1224.220428,19301414292.0,87.4,6.4,8.3,7.1,5.9,6.8,7.8,8.5,8.0,7.9,7.2,5.9,7.6,-1.272752,-0.6942337,-1.063893,,,,,,2.0,2.5,3.0,Cambodia,Southeast Asia,0,0,1
84,84,KHM,Cambodia,27.55,2017,144.0,0.582,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,15000.0,15068.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13,0.119,-0.487,,1289.985814,20651915663.0,85.7,6.7,8.3,6.9,5.7,6.6,7.6,8.3,7.8,7.7,7.0,5.7,7.4,-1.289828,-0.6596310000000001,-1.053886,,,,,,2.0,2.5,3.0,Cambodia,Southeast Asia,0,0,1
85,85,KHM,Cambodia,27.56,2018,144.0,0.585,4.5,4.0,5.0,4.5,4.5,4.0,4.0,4.2,4.5,4.0,4.5,3.5,3.0,3.9,4.0,4.5,4.0,4.0,3.0,3.9,3.5,4.1,0.0,0.0,0.0,0.0,37000.0,37177.0,0.0,0.0,,,,,,,,,,,,,43.23,39.81,41.91,35.26,39.84,45.51,80.53,49.61,47.63,37.52,0.0,47.46,7.72,62.51,66.9,34.43,36.09,39.84,68.07,100.0,100.0,99.04,45.6,25.44,0.0,50.57,48.66,39.97,67.36,49.66,52.46,32.43,43.37,31.68,0.0,47.46,,,,,,,,,,,,,,,,,,,-1.13,0.119,-0.487,,1365.829057,22194442188.0,84.0,6.5,8.6,6.6,5.5,6.5,7.5,8.5,7.5,7.8,6.5,5.4,7.1,-1.311975,-0.5602661999999999,-1.112072,47.67,29.0,17.0,79.0,72.0,1.5,2.5,3.0,Cambodia,Southeast Asia,0,0,1
86,86,KHM,Cambodia,28.09,2019,144.0,0.594,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,70000.0,70108.0,1300.0,1300.0,78649.0,42379.0,36270.0,16486.54,8047.36,8439.18,0.48,0.53,0.43,46.12,114.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.155,0.119,-0.084,,1441.179228,23760061873.0,82.5,6.4,8.6,6.3,5.3,6.2,7.2,8.7,7.6,7.6,6.2,5.1,7.4,-1.279862,-0.58005,-0.9357082,75.83,60.0,63.0,97.0,86.0,1.5,2.5,3.0,Cambodia,Southeast Asia,0,0,1
87,87,KHM,Cambodia,27.99,2020,,,4.5,4.5,5.0,4.7,5.0,4.0,4.0,4.3,4.5,4.0,4.5,4.0,3.5,4.1,3.5,4.5,4.0,4.0,3.0,3.8,3.0,4.2,0.0,0.0,0.0,0.0,66000.0,66250.0,260.0,260.0,79341.0,42730.0,36611.0,16718.97,8162.42,8556.55,0.47,0.52,0.43,46.14,27.0,0.03,33.6,30.5,30.1,34.2,35.0,35.6,60.1,11.3,30.9,45.4,0.0,59.0,11.2,43.2,,35.8,33.2,35.0,0.0,100.0,100.0,94.2,31.0,26.4,13.8,5.2,18.6,,,,,,,,0.0,59.0,37.4,0.0,0.0,49.1,19.0,51.0,80.8,9.9,11.7,77.3,,72.9,0.0,12.6,79.2,73.8,41.4,49.4,-1.155,-0.127,-0.084,,1376.412027,23012192756.0,80.3,6.7,8.6,6.0,5.0,5.9,6.9,8.4,7.7,7.3,5.9,4.8,7.1,-1.2312459999999998,-0.4194071,-0.9458001,,,,,,1.5,2.5,3.0,Cambodia,Southeast Asia,0,0,1
99,99,COK,Cook Islands,23.99,2010,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,650.0,652.0,0.0,0.0,3769.0,1895.0,1874.0,18.39,,,20.49,,,49.72,0.0,0.0,,,83.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.249544,-1.011424,-0.9116844,,,,,,,,,Cook Islands,Oceania,0,1,0
100,100,COK,Cook Islands,23.99,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2318449,-0.9730545,-0.8820833,,,,,,,,,Cook Islands,Oceania,0,1,0
